company,rating,location,positionName,min_salary,max_salary,average_salary,skills,skill_categories,skills_count_all,skills_count_single,total_skills,city
July Business Services Llc,3.6,Remote,AI Engineer,,,,"['c#', 'javascript', 'react', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'artificial intelligence', 'data pipelines', 'azure', 'docker', 'kubernetes', 'ci/cd', 'security', 'communication skills']","[0, 0, 0, 2, 2, 2, 2, 2, 4, 6, 6, 6, 6, 10, 10]",15,"[3, 0, 5, 0, 1, 0, 4, 0, 0, 0, 2]",15,Remote
Google,4.3,"New York, NY",Business and Marketing Data Scientist II,141000.0,202000.0,171500.0,"['python', 'r', 'statistics', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'data science', 'data infrastructure', 'sql', 'finance']","[0, 0, 1, 2, 2, 2, 2, 2, 4, 5, 10]",11,"[2, 1, 5, 0, 1, 1, 0, 0, 0, 0, 1]",11,New York
"Dfuse Technologies, Inc.",0.0,"Arlington, VA 22201",Senior Data Scientist,140000.0,160000.0,150000.0,"['python', 'r', 'statistical modeling', 'machine learning', 'ai/ml', 'artificial intelligence', 'data mining', 'big data', 'etl', 'data pipelines', 'data wrangling', 'sql', 'azure', 'excel', 'power bi', 'data visualization', 'communication skills']","[0, 0, 1, 2, 2, 2, 2, 4, 4, 4, 4, 5, 6, 7, 7, 7, 10]",17,"[2, 1, 4, 0, 4, 1, 1, 3, 0, 0, 1]",17,Arlington
Robinhood,3.5,"Menlo Park, CA",Senior Data Scientist- Product Fraud,139000.0,210000.0,174500.0,"['statistics', 'machine learning', 'spark', 'data wrangling', 'sql', 'economics', 'finance']","[1, 2, 4, 4, 5, 10, 10]",7,"[0, 1, 1, 0, 2, 1, 0, 0, 0, 0, 2]",7,Menlo Park
"LabConnect, LLC",3.0,Remote,Data Scientist - Information Technology Management,,,,"['python', 'r', 'machine learning', 'artificial intelligence', 'data science', 'tensorflow', 'sql', 'aws', 'azure', 'tableau', 'power bi', 'data visualization', 'compliance', 'security', 'communication skills', 'bioinformatics']","[0, 0, 2, 2, 2, 3, 5, 6, 6, 7, 7, 7, 10, 10, 10, 10]",16,"[2, 0, 3, 1, 0, 1, 2, 3, 0, 0, 4]",16,Remote
Plymouth Rock Assurance Corporation,3.4,"Woodbridge, NJ 07095",Data Scientist,109000.0,140000.0,124500.0,"['r', 'statistics', 'data science', 'data mining', 'predictive modeling', 'sql', 'economics']","[0, 1, 2, 2, 2, 5, 10]",7,"[1, 1, 3, 0, 0, 1, 0, 0, 0, 0, 1]",7,Woodbridge
Bridge Core (BCore),5.0,"Chantilly, VA",Data Scientist,,,,"['python', 'r', 'statistics', 'sql', 'github', 'excel', 'tableau', 'data visualization', 'critical thinking', 'communication skills']","[0, 0, 1, 5, 6, 7, 7, 7, 10, 10]",10,"[2, 1, 0, 0, 0, 1, 1, 3, 0, 0, 2]",10,Chantilly
Navy Federal Credit Union,3.8,"Vienna, VA 22180",Data Scientist,,,,"['python', 'statistics', 'classification', 'clustering', 'regression', 'time series forecasting', 'optimization', 'machine learning', 'databricks', 'data pipelines', 'sql', 'azure', 'tableau', 'power bi', 'data storytelling', 'model monitoring', 'critical thinking', 'operations research']","[0, 1, 1, 1, 1, 1, 1, 2, 4, 4, 5, 6, 7, 7, 7, 8, 10, 10]",18,"[1, 6, 1, 0, 2, 1, 1, 3, 1, 0, 2]",18,Vienna
SEON Technologies,3.2,"Austin, TX",Data Services Scientist,,,,"['python', 'statistics', 'anomaly detection', 'data science', 'data pipelines', 'data wrangling', 'sql', 'tableau', 'communication skills']","[0, 1, 2, 2, 4, 4, 5, 7, 10]",9,"[1, 1, 2, 0, 2, 1, 0, 1, 0, 0, 1]",9,Austin
ADP,3.8,"Tempe, AZ",Sr. Data Analyst (SQL/Tableau/Databricks),61800.0,165330.0,113565.0,"['python', 'statistics', 'data mining', 'databricks', 'etl', 'data engineering', 'sql', 'oracle', 'aws', 'tableau', 'data reporting', 'compliance']","[0, 1, 2, 4, 4, 4, 5, 5, 6, 7, 7, 10]",12,"[1, 1, 1, 0, 3, 2, 1, 2, 0, 0, 1]",12,Tempe
Optum,3.3,"San Diego, CA 92101",Principal Data Scientist,124500.0,239400.0,181950.0,"['statistics', 'optimization', 'statistical modeling', 'machine learning', 'deep learning', 'generative ai', 'data science', 'vector databases', 'pytorch', 'transformers', 'data engineering', 'aws', 'azure', 'gcp', 'model deployment']","[1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 4, 6, 6, 6, 8]",15,"[0, 3, 5, 2, 1, 0, 3, 0, 1, 0, 0]",15,San Diego
Katalyst Healthcares & Life Sciences,4.0,"Miami, FL 33101",Statistical Analyst,,,,['statistics'],[1],1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,Miami
Lyft,3.6,"San Francisco, CA 94110","Senior Data Scientist, Algorithms - Primetime Pricing",148000.0,185000.0,166500.0,"['python', 'r', 'matlab', 'statistics', 'optimization', 'machine learning', 'data science', 'sql', 'economics', 'communication skills']","[0, 0, 0, 1, 1, 2, 2, 5, 10, 10]",10,"[3, 2, 2, 0, 0, 1, 0, 0, 0, 0, 2]",10,San Francisco
Information Technology Senior Management Forum,0.0,"McLean, VA","Principal Associate, Data Science - Model Risk Office",158600.0,181000.0,169800.0,"['python', 'r', 'scala', 'statistics', 'classification', 'clustering', 'statistical modeling', 'machine learning', 'deep learning', 'generative ai', 'data science', 'spark', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 4, 5, 6, 10, 10, 10]",17,"[3, 4, 4, 0, 1, 1, 1, 0, 0, 0, 3]",17,McLean
Information Technology Senior Management Forum,0.0,"McLean, VA",Principal Data Scientist,158600.0,181000.0,169800.0,"['python', 'r', 'scala', 'statistics', 'classification', 'clustering', 'statistical modeling', 'machine learning', 'deep learning', 'data science', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 5, 6, 10, 10, 10]",15,"[3, 4, 3, 0, 0, 1, 1, 0, 0, 0, 3]",15,McLean
Apple,4.1,"New York, NY",Software Engineer - ML Data,175800.0,264200.0,220000.0,"['c', 'machine learning', 'ai/ml', 'tensorflow', 'pytorch', 'spark', 'data infrastructure', 'data modeling', 'kubernetes', 'ci/cd', 'ray']","[0, 2, 2, 3, 3, 4, 4, 5, 6, 6, 9]",11,"[1, 0, 2, 2, 2, 1, 2, 0, 0, 1, 0]",11,New York
AT&T,3.7,"Dallas, TX",Senior Data & AI Engineer,116700.0,196100.0,156400.0,"['python', 'machine learning', 'ai/ml', 'spark', 'hadoop', 'kafka', 'big data', 'data pipelines', 'data infrastructure', 'data engineering', 'aws', 'azure', 'gcp', 'compliance', 'security', 'data governance']","[0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6, 10, 10, 10]",16,"[1, 0, 2, 0, 7, 0, 3, 0, 0, 0, 3]",16,Dallas
McKinsey & Company,4.2,"Atlanta, GA 30303",Senior Data Science Research Analyst - Strategy & Corporate Finance,,,,"['python', 'statistics', 'regression', 'statistical modeling', 'machine learning', 'deep learning', 'natural language processing', 'large language models', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'numpy', 'pandas', 'streamlit', 'sql', 'finance', 'communication skills']","[0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 5, 10, 10]",18,"[1, 3, 6, 5, 0, 1, 0, 0, 0, 0, 2]",18,Atlanta
Capital One,3.9,"New York, NY","Manager, Data Science - LLM Customization Team",,,,"['python', 'r', 'scala', 'statistics', 'optimization', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'generative ai', 'self-supervised learning', 'large language models', 'llm', 'ai/ml', 'data science', 'pytorch', 'hugging face', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 5, 6, 10, 10, 10]",23,"[3, 2, 11, 2, 0, 1, 1, 0, 0, 0, 3]",23,New York
Capital One,3.9,"McLean, VA","Principal Associate, Data Science - Model Risk Office",,,,"['python', 'r', 'scala', 'statistics', 'classification', 'clustering', 'statistical modeling', 'machine learning', 'deep learning', 'generative ai', 'data science', 'spark', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 4, 5, 6, 10, 10, 10]",17,"[3, 4, 4, 0, 1, 1, 1, 0, 0, 0, 3]",17,McLean
Lyft,3.6,"New York, NY","Senior Data Scientist, Algorithms - Primetime Pricing",148000.0,185000.0,166500.0,"['python', 'r', 'matlab', 'statistics', 'optimization', 'machine learning', 'data science', 'sql', 'economics', 'communication skills']","[0, 0, 0, 1, 1, 2, 2, 5, 10, 10]",10,"[3, 2, 2, 0, 0, 1, 0, 0, 0, 0, 2]",10,New York
Katalyst Healthcares & Life Sciences,4.0,"Mettawa, IL 60045",Senior Website Data Analyst,,,,"['statistics', 'optimization', 'tableau', 'power bi', 'data visualization', 'data governance', 'project management', 'communication skills']","[1, 1, 7, 7, 7, 10, 10, 10]",8,"[0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 3]",8,Mettawa
American Technology Experts Inc,0.0,"New York, NY 10011",AI Ops Engineer NY Local Only,72800.0,83200.0,78000.0,"['python', 'bash', 'anomaly detection', 'aws', 'azure', 'gcp', 'github', 'ci/cd']","[0, 0, 2, 6, 6, 6, 6, 6]",8,"[2, 0, 1, 0, 0, 0, 5, 0, 0, 0, 0]",8,New York
"Oxipital AI, Inc.",0.0,"Bedford, MA 01730",Machine Learning Scientist,,,,"['python', 'linux', 'optimization', 'machine learning', 'deep learning', 'computer vision', 'pytorch', 'numpy', 'opencv', 'aws', 'ci/cd', 'communication skills', 'robotics']","[0, 0, 1, 2, 2, 2, 3, 3, 3, 6, 6, 10, 10]",13,"[2, 1, 3, 3, 0, 0, 2, 0, 0, 0, 2]",13,Bedford
Radiance Technologies,4.3,"Dahlgren, VA",Data Scientist,,,,"['python', 'r', 'matlab', 'statistics', 'statistical modeling', 'machine learning', 'data science', 'data pipelines', 'model deployment', 'security', 'communication skills', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 4, 8, 10, 10, 10]",12,"[3, 2, 2, 0, 1, 0, 0, 0, 1, 0, 3]",12,Dahlgren
"NUBYT, Inc.",0.0,"Mountain View, CA 94043",AI/ML Researcher,187200.0,210080.0,198640.0,"['optimization', 'natural language processing', 'large language models', 'llm', 'ai/ml', 'model deployment']","[1, 2, 2, 2, 2, 8]",6,"[0, 1, 4, 0, 0, 0, 0, 0, 1, 0, 0]",6,Mountain View
Rice University,4.1,"Houston, TX 77005",Digital Health Data Scientist,,,,"['python', 'r', 'statistics', 'statistical modeling', 'machine learning', 'nlp', 'natural language processing', 'data science', 'tensorflow', 'pytorch', 'data pipelines', 'sql', 'aws', 'azure', 'compliance', 'security', 'hipaa', 'computational biology', 'bioinformatics']","[0, 0, 1, 1, 2, 2, 2, 2, 3, 3, 4, 5, 6, 6, 10, 10, 10, 10, 10]",19,"[2, 2, 4, 2, 1, 1, 2, 0, 0, 0, 5]",19,Houston
Home Depot / THD,3.7,"Atlanta, GA 30339",Sr Data Analyst - Labor,,,,"['sql', 'tableau', 'communication skills']","[5, 7, 10]",3,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",3,Atlanta
CoStar Group,2.8,"Atlanta, GA",Senior Data Scientist,,,,"['python', 'probability', 'statistics', 'clustering', 'regression', 'machine learning', 'data science', 'numpy', 'pandas', 'matplotlib', 'seaborn', 'sql']","[0, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 5]",12,"[1, 4, 2, 4, 0, 1, 0, 0, 0, 0, 0]",12,Atlanta
Confluence Genetics LLC,0.0,"St. Louis, MO 63132",Sr. Data Scientist,,,,"['python', 'classification', 'optimization', 'machine learning', 'deep learning', 'tensorflow', 'big data', 'data engineering', 'aws', 'sagemaker']","[0, 1, 1, 2, 2, 3, 4, 4, 6, 6]",10,"[1, 2, 2, 1, 2, 0, 2, 0, 0, 0, 0]",10,St. Louis
Huntington Bank,3.5,"Columbus, OH 43215",Lead Data Scientist,,,,"['python', 'r', 'statistics', 'regression', 'statistical inference', 'machine learning', 'deep learning', 'data science', 'predictive modeling', 'tensorflow', 'big data', 'data pipelines', 'data infrastructure', 'sql', 'nosql', 'aws', 'sagemaker', 'economics']","[0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 4, 4, 4, 5, 5, 6, 6, 10]",18,"[2, 3, 4, 1, 3, 2, 2, 0, 0, 0, 1]",18,Columbus
Epsilon Systems Solutions Inc,3.7,"Wright-Patterson AFB, OH",Data Scientist (ES4),,,,"['python', 'r', 'java', 'c++', 'javascript', 'matlab', 'machine learning', 'ai/ml', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'sql', 'docker', 'kubernetes', 'tableau', 'power bi', 'security', 'critical thinking', 'communication skills', 'signal processing']","[0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 5, 6, 6, 7, 7, 10, 10, 10, 10]",21,"[6, 0, 4, 2, 0, 1, 2, 2, 0, 0, 4]",21,Wright-Patterson AFB
Walmart,3.4,"Sunnyvale, CA 94086","Staff, Software Engineer – Conversational AI",143000.0,286000.0,214500.0,"['python', 'java', 'c#', 'c++', 'scala', 'classification', 'experimental design', 'machine learning', 'prompt engineering', 'tensorflow', 'spark', 'hadoop', 'hive', 'kafka', 'airflow', 'big data', 'data pipelines', 'sql', 'mysql', 'postgresql', 'oracle', 'cassandra', 'aws', 'azure', 'gcp', 'docker', 'kubernetes', 'parallel processing', 'communication skills', 'physics']","[0, 0, 0, 0, 0, 1, 1, 2, 2, 3, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 9, 10, 10]",30,"[5, 2, 2, 1, 7, 5, 5, 0, 0, 1, 2]",30,Sunnyvale
Amazon.com Services LLC,3.5,"Seattle, WA","Applied Scientist - II, Everyday Essentials Science",136000.0,223400.0,179700.0,"['python', 'java', 'c++', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'reinforcement learning']","[0, 0, 0, 1, 2, 2, 2, 2]",8,"[3, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0]",8,Seattle
Amazon,3.5,"Seattle, WA","Manager, Data Science, P2 Science, Data, and Insights",142300.0,272400.0,207350.0,"['python', 'r', 'statistics', 'classification', 'clustering', 'regression', 'machine learning', 'nlp', 'anomaly detection', 'artificial intelligence', 'data science', 'business intelligence']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 7]",12,"[2, 4, 5, 0, 0, 0, 0, 1, 0, 0, 0]",12,Seattle
Home Depot / THD,3.7,"Atlanta, GA 30339","Sr Data Scientist, Pricing Analytics (OR/Optimization)",,,,"['python', 'statistics', 'optimization', 'data science', 'data mining', 'predictive modeling', 'sql', 'excel', 'tableau', 'data visualization', 'business intelligence', 'project management', 'communication skills']","[0, 1, 1, 2, 2, 2, 5, 7, 7, 7, 7, 10, 10]",13,"[1, 2, 3, 0, 0, 1, 0, 4, 0, 0, 2]",13,Atlanta
RevolutionParts,2.8,"Tempe, AZ","Senior Data Analyst, Business Intelligence",80000.0,110000.0,95000.0,"['python', 'r', 'sql', 'excel', 'tableau', 'power bi', 'looker', 'economics', 'project management', 'communication skills']","[0, 0, 5, 7, 7, 7, 7, 10, 10, 10]",10,"[2, 0, 0, 0, 0, 1, 0, 4, 0, 0, 3]",10,Tempe
TikTok,3.3,"Seattle, WA","Backend Software Engineer, AI Safety, TikTok - Seattle",137750.0,237500.0,187625.0,"['machine learning', 'generative ai', 'llm', 'model deployment', 'fraud detection', 'security', 'communication skills']","[2, 2, 2, 8, 10, 10, 10]",7,"[0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 3]",7,Seattle
G2i Inc.,1.0,"Charlotte, NC",Software Engineer for Training AI Data,62400.0,104000.0,83200.0,"['go', 'typescript', 'javascript', 'react', 'generative ai', 'communication skills']","[0, 0, 0, 0, 2, 10]",6,"[4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",6,Charlotte
Information Technology Senior Management Forum,0.0,"New York, NY","Manager, Data Science - LLM Customization Team",211000.0,240800.0,225900.0,"['python', 'r', 'scala', 'statistics', 'optimization', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'generative ai', 'self-supervised learning', 'large language models', 'llm', 'ai/ml', 'data science', 'pytorch', 'hugging face', 'sql', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 5, 6, 10, 10, 10]",23,"[3, 2, 11, 2, 0, 1, 1, 0, 0, 0, 3]",23,New York
"Alexion Pharmaceuticals,Inc.",3.5,"Boston, MA",Principal Clinical Data Science,,,,"['machine learning', 'deep learning', 'data science', 'predictive modeling', 'data pipelines', 'data lakes', 'compliance', 'data privacy', 'bioinformatics']","[2, 2, 2, 2, 4, 5, 10, 10, 10]",9,"[0, 0, 4, 0, 1, 1, 0, 0, 0, 0, 3]",9,Boston
Motive,3.9,"San Francisco, CA",Senior Applied Scientist,124000.0,184000.0,154000.0,"['python', 'probability', 'statistics', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'tensorflow', 'pytorch', 'numpy', 'pandas', 'transformers', 'sql', 'aws', 'azure', 'gcp', 'model deployment', 'finance', 'compliance']","[0, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 5, 6, 6, 6, 8, 10, 10]",19,"[1, 3, 3, 5, 0, 1, 3, 0, 1, 0, 2]",19,San Francisco
Fincantieri Marine Group,3.2,"Green Bay, WI 54303",Senior Data Scientist,,,,"['python', 'c', 'classification', 'clustering', 'optimization', 'machine learning', 'reinforcement learning', 'large language models', 'data science', 'pytorch', 'pandas', 'matplotlib', 'seaborn', 'data wrangling', 'sql', 'aws', 'azure', 'power bi', 'data visualization', 'llmops', 'security']","[0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 6, 6, 7, 7, 8, 10]",21,"[2, 3, 4, 4, 1, 1, 2, 2, 1, 0, 1]",21,Green Bay
TreviPay,3.1,"Overland Park, KS","Sr. Manager, Decision Science",,,,"['python', 'statistics', 'regression', 'statistical modeling', 'machine learning', 'excel', 'compliance', 'communication skills']","[0, 1, 1, 1, 2, 7, 10, 10]",8,"[1, 3, 1, 0, 0, 0, 0, 1, 0, 0, 2]",8,Overland Park
Luminate,1.0,"New York, NY",Lead AI Scientist,165000.0,255000.0,210000.0,"['python', 'statistics', 'optimization', 'machine learning', 'deep learning', 'reinforcement learning', 'large language models', 'ai/ml', 'artificial intelligence', 'tensorflow', 'pytorch', 'aws', 'gcp', 'docker', 'kubernetes', 'ci/cd', 'business intelligence', 'model deployment', 'communication skills']","[0, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 6, 6, 6, 6, 6, 7, 8, 10]",19,"[1, 2, 6, 2, 0, 0, 5, 1, 1, 0, 1]",19,New York
Apple,4.1,"Cupertino, CA",Machine Learning Engineer,175800.0,264200.0,220000.0,"['statistics', 'machine learning', 'deep learning', 'reinforcement learning', 'llm', 'rag', 'ai/ml', 'tensorflow', 'pytorch', 'model deployment']","[1, 2, 2, 2, 2, 2, 2, 3, 3, 8]",10,"[0, 1, 6, 2, 0, 0, 0, 0, 1, 0, 0]",10,Cupertino
RVO Health,3.0,"Minneapolis, MN","Senior AI Engineer, Quit for Life",118650.0,158200.0,138425.0,"['python', 'typescript', 'llm', 'rag', 'prompt engineering', 'ai engineering', 'embedding models', 'vector databases', 'mongodb', 'aws', 'docker', 'terraform', 'git', 'github', 'ci/cd']","[0, 0, 2, 2, 2, 2, 2, 2, 5, 6, 6, 6, 6, 6, 6]",15,"[2, 0, 6, 0, 0, 1, 6, 0, 0, 0, 0]",15,Minneapolis
Optum,3.3,"Schaumburg, IL 60159",Optum Rx AI Capability Lead - Remote,106800.0,194200.0,150500.0,"['python', 'java', 'optimization', 'machine learning', 'generative ai', 'artificial intelligence', 'finance', 'compliance', 'data privacy']","[0, 0, 1, 2, 2, 2, 10, 10, 10]",9,"[2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 3]",9,Schaumburg
Sumitomo Mitsui Banking Corporation,3.7,"Scottsdale, AZ 85255","Executive Director, Head of Engineering - Data & AI",238000.0,265000.0,251500.0,"['optimization', 'ai/ml', 'ai engineering', 'data science', 'predictive modeling', 'kafka', 'big data', 'etl', 'data warehousing', 'data modeling', 'azure', 'gcp', 'docker', 'kubernetes', 'ci/cd', 'security', 'data governance', 'project management']","[1, 2, 2, 2, 2, 4, 4, 4, 5, 5, 6, 6, 6, 6, 6, 10, 10, 10]",18,"[0, 1, 4, 0, 3, 2, 5, 0, 0, 0, 3]",18,Scottsdale
"Mercury Insurance Services, LLC",3.5,Remote,Staff Software Engineer AI,86110.0,199452.0,142781.0,"['python', 'java', 'c++', 'go', 'javascript', 'generative ai', 'ai engineering', 'kafka', 'nosql', 'aws', 'azure', 'docker', 'kubernetes', 'grpc', 'communication skills']","[0, 0, 0, 0, 0, 2, 2, 4, 5, 6, 6, 6, 6, 8, 10]",15,"[5, 0, 2, 0, 1, 1, 4, 0, 1, 0, 1]",15,Remote
"Huntridge Labs, LLC",0.0,Remote,AI/ML Engineer - Senior,180000.0,200000.0,190000.0,"['python', 'machine learning', 'deep learning', 'ai/ml', 'tensorflow', 'pytorch', 'spark', 'databricks', 'aws', 'azure', 'gcp', 'docker', 'kubernetes', 'ci/cd', 'Kubeflow', 'data visualization', 'mlflow', 'model deployment', 'security']","[0, 2, 2, 2, 3, 3, 4, 4, 6, 6, 6, 6, 6, 6, 6, 7, 8, 8, 10]",19,"[1, 0, 3, 2, 2, 0, 7, 1, 2, 0, 1]",19,Remote
Intuit,4.1,"Mountain View, CA 94043",Senior Staff Business Data Analyst,,,,"['python', 'javascript', 'statistics', 'databricks', 'sql', 'oracle', 'aws', 'tableau', 'data visualization', 'finance']","[0, 0, 1, 4, 5, 5, 6, 7, 7, 10]",10,"[2, 1, 0, 0, 1, 2, 1, 2, 0, 0, 1]",10,Mountain View
Motorola Solutions,4.1,"Chicago, IL 60661",Senior Finance Data Analyst,85000.0,125000.0,105000.0,"['python', 'statistics', 'optimization', 'machine learning', 'data science', 'predictive modeling', 'numpy', 'pandas', 'sql', 'data modeling', 'aws', 'azure', 'gcp', 'tableau', 'power bi', 'economics', 'finance', 'security', 'data governance', 'unity']","[0, 1, 1, 2, 2, 2, 3, 3, 5, 5, 6, 6, 6, 7, 7, 10, 10, 10, 10, 10]",20,"[1, 2, 3, 2, 0, 2, 3, 2, 0, 0, 5]",20,Chicago
ABOTTS Consulting Inc,5.0,"Phoenix, AZ 85074",AI/ML Engineer - PHOENIX LOCAL CANDIDATES ONLY,124800.0,135200.0,130000.0,"['python', 'c', 'machine learning', 'ai/ml', 'artificial intelligence', 'data mining', 'tensorflow', 'pytorch', 'etl', 'sql', 'model deployment', 'communication skills']","[0, 0, 2, 2, 2, 2, 3, 3, 4, 5, 8, 10]",12,"[2, 0, 4, 2, 1, 1, 0, 0, 1, 0, 1]",12,Phoenix
AstraZeneca,4.0,"Boston, MA","Principal Clinical Data Science Boston, Massachusetts",,,,"['machine learning', 'deep learning', 'data science', 'predictive modeling', 'data pipelines', 'data lakes', 'compliance', 'data privacy', 'bioinformatics']","[2, 2, 2, 2, 4, 5, 10, 10, 10]",9,"[0, 0, 4, 0, 1, 1, 0, 0, 0, 0, 3]",9,Boston
RVO Health,3.0,"Charlotte, NC","Senior AI Engineer, Quit for Life",118650.0,158200.0,138425.0,"['python', 'typescript', 'llm', 'rag', 'prompt engineering', 'ai engineering', 'embedding models', 'vector databases', 'mongodb', 'aws', 'docker', 'terraform', 'git', 'github', 'ci/cd']","[0, 0, 2, 2, 2, 2, 2, 2, 5, 6, 6, 6, 6, 6, 6]",15,"[2, 0, 6, 0, 0, 1, 6, 0, 0, 0, 0]",15,Charlotte
Apple,4.1,"Seattle, WA 98105","Applied Machine Learning Research Engineer, Siri",166600.0,296300.0,231450.0,"['python', 'machine learning', 'generative ai']","[0, 2, 2]",3,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",3,Seattle
Information Technology Senior Management Forum,0.0,"New York, NY","Senior Manager, Data Science - LLM Customization Team",245900.0,280600.0,263250.0,"['python', 'r', 'scala', 'statistics', 'optimization', 'machine learning', 'deep learning', 'nlp', 'natural language processing', 'computer vision', 'generative ai', 'self-supervised learning', 'large language models', 'llm', 'ai/ml', 'data science', 'pytorch', 'hugging face', 'aws', 'economics', 'compliance', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 6, 10, 10, 10]",22,"[3, 2, 11, 2, 0, 0, 1, 0, 0, 0, 3]",22,New York
Apple,4.1,"Cupertino, CA","Applied Machine Learning Research Engineer, Siri",175800.0,312200.0,244000.0,"['python', 'machine learning', 'generative ai']","[0, 2, 2]",3,"[1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",3,Cupertino
The Hartford,3.6,"Hartford, CT 06112","Director, Data Science, Product Management",153200.0,229800.0,191500.0,"['statistics', 'statistical modeling', 'machine learning', 'data science', 'data engineering', 'aws', 'azure', 'gcp']","[1, 1, 2, 2, 4, 6, 6, 6]",8,"[0, 2, 2, 0, 1, 0, 3, 0, 0, 0, 0]",8,Hartford
United Nations,4.4,"New York, NY",Statistician and project manager,,,,"['c', 'statistics', 'economics', 'sociology']","[0, 1, 10, 10]",4,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]",4,New York
"Amazon Web Services, Inc.",3.4,"Seattle, WA","Principal Partner GTM - Agentic AI, Data & AI - Partner GTM and Specialist Team",158400.0,262000.0,210200.0,"['ai/ml', 'aws']","[2, 6]",2,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,Seattle
Apple,4.1,"Sunnyvale, CA",Senior Software Engineer - AI Systems,207800.0,378700.0,293250.0,"['python', 'swift', 'machine learning', 'computer vision', 'generative ai', 'foundation models']","[0, 0, 2, 2, 2, 2]",6,"[2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",6,Sunnyvale
"Amazon Web Services, Inc.",3.4,"Seattle, WA","Sr. GenAI GTM - Partner, Data & AI - Partner GTM and Specialist Team",133200.0,220200.0,176700.0,"['ai/ml', 'aws']","[2, 6]",2,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",2,Seattle
Atlassian,3.9,"San Francisco, CA","PRINCIPAL DATA SCIENTISTS, CUSTOMER ANALYTICS – ECOSYSTEM",188885.0,233400.0,211142.5,"['python', 'r', 'go', 'clustering', 'regression', 'machine learning', 'data science', 'numpy', 'pandas', 'streamlit', 'spark', 'sql', 'tableau']","[0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 4, 5, 7]",13,"[3, 2, 2, 3, 1, 1, 0, 1, 0, 0, 0]",13,San Francisco
Airbnb,4.2,United States,"Senior Staff Machine Learning Engineer, Communication & Connectivity",244000.0,305000.0,274500.0,"['machine learning', 'large language models', 'ai/ml']","[2, 2, 2]",3,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",3,United States
Amazon,3.5,"Seattle, WA","Applied Science Manager, Translation Services",165500.0,286000.0,225750.0,"['python', 'java', 'c++', 'machine learning', 'deep learning', 'nlp', 'computer vision', 'llm', 'project management']","[0, 0, 0, 2, 2, 2, 2, 2, 10]",9,"[3, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1]",9,Seattle
