company,rating,location,positionName,min_salary,max_salary,average_salary,skills,skill_categories,skills_count_all,skills_count_single,total_skills,city
Steampunk,3.3,"McLean, VA 22102",Data Scientist (Generative AI),125000.0,160000.0,142500.0,"['python', 'machine learning', 'natural language processing', 'generative ai', 'large language models', 'llm', 'rag', 'prompt engineering', 'data science', 'tensorflow', 'pytorch', 'keras', 'scipy', 'numpy', 'pandas', 'hugging face', 'transformers', 'elasticsearch', 'aws', 'azure', 'gcp', 'sagemaker', 'docker', 'git', 'tableau', 'power bi', 'data visualization', 'data governance']","[0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 6, 6, 6, 6, 6, 6, 7, 7, 7, 10]",28,"[1, 0, 8, 8, 0, 1, 6, 3, 0, 0, 1]",28,McLean
Lockheed Martin,4.0,"Orlando, FL 32819","Data Scientist Analyst Stf / Orlando, FL",,,,"['python', 'statistics', 'optimization', 'statistical modeling', 'machine learning', 'data science', 'etl', 'data pipelines', 'data wrangling', 'sql', 'data modeling', 'docker', 'kubernetes', 'data visualization', 'compliance', 'security', 'data governance']","[0, 1, 1, 1, 2, 2, 4, 4, 4, 5, 5, 6, 6, 7, 10, 10, 10]",17,"[1, 3, 2, 0, 3, 2, 2, 1, 0, 0, 3]",17,Orlando
Indegene,3.5,New Jersey,Lead - Advanced Analytics,,,,"['python', 'r', 'statistics', 'classification', 'clustering', 'regression', 'machine learning', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'databricks', 'sql', 'docker', 'kubernetes', 'Kubeflow', 'mlflow', 'model deployment']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 5, 6, 6, 6, 8, 8]",18,"[2, 4, 3, 2, 1, 1, 3, 0, 2, 0, 0]",18,New Jersey
Orbis,3.2,"New York, NY 10018",Senior/Lead Machine Learning Engineer,260000.0,260000.0,260000.0,"['python', 'java', 'c', 'go', 'machine learning', 'generative ai', 'rag', 'spark', 'kafka', 'airflow', 'databricks', 'aws', 'azure', 'gcp', 'kubernetes', 'terraform', 'Kubeflow', 'ray']","[0, 0, 0, 0, 2, 2, 2, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 9]",18,"[4, 0, 3, 0, 4, 0, 6, 0, 0, 1, 0]",18,New York
NVIDIA,4.2,"Santa Clara, CA 95050",Senior AI Workflow Engineer,184000.0,356500.0,270250.0,"['python', 'javascript', 'react', 'probability', 'machine learning', 'deep learning', 'large language models', 'llm', 'rag', 'artificial intelligence', 'mysql', 'mongodb', 'elasticsearch', 'aws', 'azure', 'gcp', 'terraform', 'ansible', 'jenkins', 'gitlab', 'ci/cd']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6]",21,"[3, 1, 6, 0, 0, 3, 8, 0, 0, 0, 0]",21,Santa Clara
UCSF Health,4.0,"San Francisco, CA",Sr. Data Analyst,143900.0,215800.0,179850.0,"['python', 'r', 'classification', 'data mining', 'etl', 'sql', 'data modeling', 'tableau', 'data visualization', 'data governance', 'critical thinking']","[0, 0, 1, 2, 4, 5, 5, 7, 7, 10, 10]",11,"[2, 1, 1, 0, 1, 2, 0, 2, 0, 0, 2]",11,San Francisco
Jazz Pharmaceuticals,3.5,"Philadelphia, PA 19103","Principal, AI Data Scientist (Remote)",,,,"['python', 'r', 'natural language processing', 'generative ai', 'llm', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'aws', 'compliance', 'data privacy']","[0, 0, 2, 2, 2, 2, 2, 3, 3, 6, 10, 10]",12,"[2, 0, 5, 2, 0, 0, 1, 0, 0, 0, 2]",12,Philadelphia
Sage,3.3,"Atlanta, GA",Principal Machine Learning Engineer,,,,"['python', 'linear algebra', 'probability', 'statistics', 'regression', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'large language models', 'artificial intelligence', 'data science', 'predictive modeling', 'spark', 'big data', 'sql', 'aws', 'azure', 'gcp', 'sagemaker', 'azure ml', 'Kubeflow', 'mlflow', 'finance']","[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 6, 6, 6, 6, 6, 6, 8, 10]",24,"[1, 5, 7, 0, 2, 1, 6, 0, 1, 0, 1]",24,Atlanta
The Church of Jesus Christ of Latter-day Saints,4.7,"Salt Lake City, UT 84103",Data Scientist Sr - Missionary Dept.,,,,"['r', 'java', 'scala', 'statistics', 'machine learning', 'data science', 'sql', 'data modeling', 'tableau', 'data visualization', 'business intelligence', 'security', 'operations research']","[0, 0, 0, 1, 2, 2, 5, 5, 7, 7, 7, 10, 10]",13,"[3, 1, 2, 0, 0, 2, 0, 3, 0, 0, 2]",13,Salt Lake City
Aledade,3.1,"Bethesda, MD",Staff AI Researcher,215000.0,230000.0,222500.0,"['optimization', 'machine learning', 'deep learning', 'nlp', 'natural language processing']","[1, 2, 2, 2, 2]",5,"[0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0]",5,Bethesda
Guidehouse,3.3,"Huntsville, AL",Data Scientist Manager,,,,"['python', 'r', 'large language models', 'ai/ml', 'data science', 'etl', 'data visualization', 'business intelligence', 'security']","[0, 0, 2, 2, 2, 4, 7, 7, 10]",9,"[2, 0, 3, 0, 1, 0, 0, 2, 0, 0, 1]",9,Huntsville
Monosol Llc,2.9,"Portage, IN 46368",Data Scientist Quality Engineer,86907.87,146142.27,116525.06999999999,"['python', 'r', 'statistics', 'regression', 'statistical modeling', 'machine learning', 'deep learning', 'data science', 'predictive modeling', 'tensorflow', 'pytorch', 'xgboost', 'data pipelines', 'data engineering', 'sql', 'aws', 'azure', 'sagemaker', 'azure ml', 'power bi', 'model deployment', 'data governance']","[0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 6, 6, 6, 6, 7, 8, 10]",22,"[2, 3, 4, 3, 2, 1, 4, 1, 1, 0, 1]",22,Portage
Horizontal Talent,3.4,"Greenwood Village, CO 80111",AI Developer,,,,"['python', 'r', 'classification', 'large language models', 'ai/ml', 'tensorflow', 'pytorch', 'git', 'ci/cd']","[0, 0, 1, 2, 2, 3, 3, 6, 6]",9,"[2, 1, 2, 2, 0, 0, 2, 0, 0, 0, 0]",9,Greenwood Village
FanDuel,3.6,"New York, NY 10018",Senior Customer Data Analyst,126000.0,158000.0,142000.0,"['python', 'r', 'optimization', 'databricks', 'data engineering', 'sql', 'excel', 'tableau', 'data visualization']","[0, 0, 1, 4, 4, 5, 7, 7, 7]",9,"[2, 1, 0, 0, 2, 1, 0, 3, 0, 0, 0]",9,New York
AT&T,3.7,"Atlanta, GA",Principal Data Scientist,160900.0,270400.0,215650.0,"['python', 'r', 'go', 'scala', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'reinforcement learning', 'generative ai', 'rag', 'data science', 'tensorflow', 'pytorch', 'keras', 'pandas', 'transformers', 'spark', 'databricks', 'mlflow']","[0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 8]",20,"[4, 1, 7, 5, 2, 0, 0, 0, 1, 0, 0]",20,Atlanta
Meta,4.0,"New York, NY",Machine Learning Software Engineering Manager,213000.0,293000.0,253000.0,"['machine learning', 'artificial intelligence', 'physics']","[2, 2, 10]",3,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1]",3,New York
Capgemini,3.7,"New York, NY 10003",Product Analyst - GenAI,85000.0,100000.0,92500.0,"['generative ai', 'compliance']","[2, 10]",2,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",2,New York
Amazon,3.5,"San Francisco, CA","Sr. Data Scientist, ART19",143300.0,247600.0,195450.0,"['python', 'r', 'matlab', 'regression', 'generative ai', 'llm', 'data science', 'data pipelines', 'sql', 'aws', 'tableau', 'data visualization', 'business intelligence', 'communication skills']","[0, 0, 0, 1, 2, 2, 2, 4, 5, 6, 7, 7, 7, 10]",14,"[3, 1, 3, 0, 1, 1, 1, 3, 0, 0, 1]",14,San Francisco
Amazon.com Services LLC,3.5,"San Francisco, CA","Sr. Data Scientist, ART19",143300.0,247600.0,195450.0,"['python', 'r', 'matlab', 'regression', 'generative ai', 'llm', 'data science', 'data pipelines', 'sql', 'aws', 'tableau', 'data visualization', 'business intelligence', 'communication skills']","[0, 0, 0, 1, 2, 2, 2, 4, 5, 6, 7, 7, 7, 10]",14,"[3, 1, 3, 0, 1, 1, 1, 3, 0, 0, 1]",14,San Francisco
Amazon,3.5,"San Diego, CA","Applied Scientist I, Buyer Abuse Prevention",129400.0,212800.0,171100.0,"['python', 'java', 'c++', 'statistics', 'optimization', 'machine learning', 'deep learning', 'sql', 'oracle']","[0, 0, 0, 1, 1, 2, 2, 5, 5]",9,"[3, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0]",9,San Diego
Concord USA,3.8,Remote,Decision Scientist,90000.0,120000.0,105000.0,"['python', 'r', 'optimization', 'databricks', 'data engineering', 'sql', 'tableau', 'power bi', 'data visualization', 'security', 'project management', 'marketing analytics']","[0, 0, 1, 4, 4, 5, 7, 7, 7, 10, 10, 10]",12,"[2, 1, 0, 0, 2, 1, 0, 3, 0, 0, 3]",12,Remote
Freelancing,4.6,Remote,ML Engineer,124800.0,145600.0,135200.0,"['python', 'streamlit', 'mongodb', 'redis', 'nosql', 'azure']","[0, 3, 5, 5, 5, 6]",6,"[1, 0, 0, 1, 0, 3, 1, 0, 0, 0, 0]",6,Remote
NVIDIA,4.2,"Austin, TX 78701",Senior Data Processing Platform Engineer,148000.0,287500.0,217750.0,"['data science', 'spark', 'big data', 'kubernetes', 'cuda', 'distributed computing', 'ray']","[2, 4, 4, 6, 9, 9, 9]",7,"[0, 0, 1, 0, 2, 0, 1, 0, 0, 3, 0]",7,Austin
Snowflake,3.6,"Menlo Park, CA",Head of AI Solutions,243000.0,379500.0,311250.0,"['machine learning', 'ai/ml', 'security', 'project management']","[2, 2, 10, 10]",4,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2]",4,Menlo Park
Amazon.com Services LLC,3.5,"New York, NY","Software Development Engineer II, Measurement, Ad Tech, and Data Science (MADS)",129300.0,223600.0,176450.0,"['spark', 'hadoop', 'big data', 'sql', 'data modeling', 'aws', 'communication skills']","[4, 4, 4, 5, 5, 6, 10]",7,"[0, 0, 0, 0, 3, 2, 1, 0, 0, 0, 1]",7,New York
Western Governors University,3.6,North Carolina,"Manager, Machine Learning Operations",,,,"['python', 'machine learning', 'data science', 'databricks', 'sagemaker', 'ci/cd', 'mlflow', 'model validation', 'compliance', 'communication skills', 'physics']","[0, 2, 2, 4, 6, 6, 8, 8, 10, 10, 10]",11,"[1, 0, 2, 0, 1, 0, 2, 0, 2, 0, 3]",11,North Carolina
Guidehouse,3.3,"Huntsville, AL",Data Consultant,,,,"['python', 'r', 'machine learning', 'data science', 'etl', 'data pipelines', 'data engineering', 'sql', 'tableau', 'power bi', 'data visualization', 'security']","[0, 0, 2, 2, 4, 4, 4, 5, 7, 7, 7, 10]",12,"[2, 0, 2, 0, 3, 1, 0, 3, 0, 0, 1]",12,Huntsville
Concurrent Technologies Corporation,3.7,"Fort Meade, MD",Data Scientist,,,,"['python', 'c++', 'matlab', 'statistics', 'ai/ml', 'data science', 'kafka', 'security', 'physics']","[0, 0, 0, 1, 2, 2, 4, 10, 10]",9,"[3, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2]",9,Fort Meade
Spectrum,3.3,"Charlotte, NC 28217",Data Scientist,,,,"['python', 'r', 'statistics', 'data science', 'spark', 'hive', 'big data', 'sql', 'oracle', 'operations research']","[0, 0, 1, 2, 4, 4, 4, 5, 5, 10]",10,"[2, 1, 1, 0, 3, 2, 0, 0, 0, 0, 1]",10,Charlotte
Amazon.com Services LLC,3.5,"San Diego, CA","Applied Scientist I, Buyer Abuse Prevention",129400.0,212800.0,171100.0,"['python', 'java', 'c++', 'statistics', 'optimization', 'machine learning', 'deep learning', 'sql', 'oracle']","[0, 0, 0, 1, 1, 2, 2, 5, 5]",9,"[3, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0]",9,San Diego
Snowflake,3.6,"Bellevue, WA","Software Engineer, Machine Learning â€“ Engineering Systems and AI Research",157000.0,230000.0,193500.0,"['python', 'statistics', 'optimization', 'machine learning', 'reinforcement learning', 'ai/ml', 'pytorch', 'numpy', 'pandas', 'xgboost', 'git', 'ci/cd', 'security']","[0, 1, 1, 2, 2, 2, 3, 3, 3, 3, 6, 6, 10]",13,"[1, 2, 3, 4, 0, 0, 2, 0, 0, 0, 1]",13,Bellevue
State of Maryland,3.6,"Baltimore, MD 21201",RESEARCH STATISTICIAN III,60987.0,79364.0,70175.5,"['statistics', 'data reporting']","[1, 7]",2,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,Baltimore
Delta Airlines,4.2,"Atlanta, GA","Co-op, Flight Operations Crew Resources - Pilot Pay Experience & Analytics (Fall 2025)",,,,"['python', 'r', 'c', 'statistics', 'regression', 'machine learning', 'data science', 'sql', 'excel', 'data visualization', 'economics', 'security', 'project management', 'communication skills', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 5, 7, 7, 10, 10, 10, 10, 10]",15,"[3, 2, 2, 0, 0, 1, 0, 2, 0, 0, 5]",15,Atlanta
Johnson & Johnson,4.2,"Spring House, PA","Principal Portfolio Lead, Statistical Programming - Oncology",115000.0,197800.0,156400.0,"['python', 'r', 'statistics', 'finance', 'compliance', 'project management']","[0, 0, 1, 10, 10, 10]",6,"[2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3]",6,Spring House
TikTok,3.3,"San Jose, CA",Machine Learning Engineer - CV/NLP/Multimodal LLM (TikTok Trust and Safety) - 2026 Start(PHD),145000.0,250000.0,197500.0,"['machine learning', 'nlp', 'computer vision', 'reinforcement learning', 'recommendation systems', 'large language models']","[2, 2, 2, 2, 2, 2]",6,"[0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0]",6,San Jose
"ELEVATE ME, INC.",0.0,"Purvis, MS 39475",Data Scientist,80000.0,95000.0,87500.0,"['python', 'r', 'statistical modeling', 'machine learning', 'data science', 'tensorflow', 'pytorch', 'matplotlib', 'data pipelines', 'sql', 'tableau', 'power bi', 'data visualization']","[0, 0, 1, 2, 2, 3, 3, 3, 4, 5, 7, 7, 7]",13,"[2, 1, 2, 3, 1, 1, 0, 3, 0, 0, 0]",13,Purvis
"The Cadmus Group, Inc.",3.6,"Arlington, VA 22203",AI ML Engineer (Senior),150000.0,150000.0,150000.0,"['python', 'optimization', 'machine learning', 'generative ai', 'large language models', 'rag', 'ai/ml', 'vector databases', 'aws', 'azure', 'gcp', 'docker', 'kubernetes', 'ci/cd', 'fastapi']","[0, 1, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 8]",15,"[1, 1, 6, 0, 0, 0, 6, 0, 1, 0, 0]",15,Arlington
Zoom,3.8,"Seattle, WA 98107",AI Infrastructure Engineer,264160.0,264160.0,264160.0,"['go', 'llm', 'rag', 'embedding models', 'vector databases', 'elasticsearch', 'aws', 'docker', 'kubernetes']","[0, 2, 2, 2, 2, 5, 6, 6, 6]",9,"[1, 0, 4, 0, 0, 1, 3, 0, 0, 0, 0]",9,Seattle
SmartAdvocate,0.0,Remote,AI (Artificial Intelligence) Engineer,120000.0,160000.0,140000.0,"['python', 'c#', 'classification', 'optimization', 'generative ai', 'llm', 'rag', 'prompt engineering', 'vector databases']","[0, 0, 1, 1, 2, 2, 2, 2, 2]",9,"[2, 2, 5, 0, 0, 0, 0, 0, 0, 0, 0]",9,Remote
Everwatch,5.0,"Annapolis Junction, MD 20701","Data Scientist, Lead",175011.2,200012.8,187512.0,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'artificial intelligence', 'data science', 'data mining', 'data modeling', 'iot', 'fraud detection', 'security', 'operations research']","[0, 0, 0, 1, 2, 2, 2, 2, 5, 9, 10, 10, 10]",13,"[3, 1, 4, 0, 0, 1, 0, 0, 0, 1, 3]",13,Annapolis Junction
Pfizer,4.2,"Bothell, WA","Senior Manager, Data Science & Analytics",120800.0,201400.0,161100.0,"['python', 'r', 'statistics', 'machine learning', 'data science', 'predictive modeling', 'sql', 'tableau', 'power bi', 'data visualization', 'finance', 'data governance', 'communication skills']","[0, 0, 1, 2, 2, 2, 5, 7, 7, 7, 10, 10, 10]",13,"[2, 1, 3, 0, 0, 1, 0, 3, 0, 0, 3]",13,Bothell
Jazz Pharmaceuticals,3.5,"Palo Alto, CA 94303","Associate Director, AI Data Scientist",,,,"['python', 'r', 'natural language processing', 'generative ai', 'llm', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'aws', 'compliance', 'data privacy']","[0, 0, 2, 2, 2, 2, 2, 3, 3, 6, 10, 10]",12,"[2, 0, 5, 2, 0, 0, 1, 0, 0, 0, 2]",12,Palo Alto
2HB Incorporated,0.0,"Chantilly, VA",Data Scientist Virginia,,,,"['python', 'sql', 'tableau', 'power bi']","[0, 5, 7, 7]",4,"[1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0]",4,Chantilly
Cella,3.2,"Lake Forest, IL",SENIOR WEBSITE DATA ANALYST,99840.0,104000.0,101920.0,"['statistics', 'optimization', 'tableau', 'power bi', 'data visualization', 'data governance', 'project management']","[1, 1, 7, 7, 7, 10, 10]",7,"[0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 2]",7,Lake Forest
Deloitte,3.9,"Fort Worth, TX 76102",Azure AI Security Senior Consultant,118700.0,218600.0,168650.0,"['python', 'java', 'machine learning', 'generative ai', 'llm', 'ai/ml', 'artificial intelligence', 'sql', 'azure', 'kubernetes', 'terraform', 'github', 'ci/cd', 'model deployment', 'model monitoring', 'model evaluation', 'serverless', 'compliance', 'security', 'cyber security', 'data governance']","[0, 0, 2, 2, 2, 2, 2, 5, 6, 6, 6, 6, 6, 8, 8, 8, 8, 10, 10, 10, 10]",21,"[2, 0, 5, 0, 0, 1, 5, 0, 4, 0, 4]",21,Fort Worth
AT&T,3.7,"Dallas, TX",Principal Data Scientist,160900.0,270400.0,215650.0,"['python', 'r', 'go', 'scala', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'reinforcement learning', 'generative ai', 'rag', 'data science', 'tensorflow', 'pytorch', 'keras', 'pandas', 'transformers', 'spark', 'databricks', 'mlflow']","[0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 8]",20,"[4, 1, 7, 5, 2, 0, 0, 0, 1, 0, 0]",20,Dallas
Convene,3.2,"New York, NY",Senior Data Analyst,95000.0,105000.0,100000.0,"['classification', 'optimization', 'sql', 'sheets', 'tableau', 'power bi', 'looker', 'data visualization', 'data storytelling']","[1, 1, 5, 7, 7, 7, 7, 7, 7]",9,"[0, 2, 0, 0, 0, 1, 0, 6, 0, 0, 0]",9,New York
Amazon.com Services LLC,3.5,"North Reading, MA 01864",Amazon Robotics - Data Scientist Co-op - 2025,,,,"['python', 'r', 'matlab', 'statistics', 'optimization', 'statistical modeling', 'machine learning', 'nlp', 'natural language processing', 'computer vision', 'large language models', 'data science', 'data wrangling', 'data engineering', 'sql', 'business intelligence', 'economics', 'communication skills', 'operations research', 'robotics']","[0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 5, 7, 10, 10, 10, 10]",20,"[3, 3, 6, 0, 2, 1, 0, 1, 0, 0, 4]",20,North Reading
JPMorganChase,3.9,"Jacksonville, FL","Applied AI/ML, Senior Associate - Gen AI & LLM",,,,"['python', 'r', 'generative ai', 'large language models', 'llm', 'ai/ml', 'ai/ml development', 'data science', 'finance', 'communication skills']","[0, 0, 2, 2, 2, 2, 2, 2, 10, 10]",10,"[2, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2]",10,Jacksonville
NVIDIA,4.2,"Santa Clara, CA 95050",Senior Data Scientist - Finance,168000.0,322000.0,245000.0,"['python', 'statistics', 'optimization', 'bayesian statistics', 'machine learning', 'ai/ml', 'data science', 'databricks', 'sql', 'cuda', 'finance', 'project management', 'communication skills', 'physics', 'computer graphics']","[0, 1, 1, 1, 2, 2, 2, 4, 5, 9, 10, 10, 10, 10, 10]",15,"[1, 3, 3, 0, 1, 1, 0, 0, 0, 1, 5]",15,Santa Clara
Capgemini,3.7,"Philadelphia, PA",Senior Data & AI Engineer - Knowledge Graphs & GCP,,,,"['python', 'machine learning', 'generative ai', 'kafka', 'data pipelines', 'data engineering', 'sql', 'data lakes', 'gcp', 'terraform', 'jenkins', 'ci/cd']","[0, 2, 2, 4, 4, 4, 5, 5, 6, 6, 6, 6]",12,"[1, 0, 2, 0, 3, 2, 4, 0, 0, 0, 0]",12,Philadelphia
JPMorganChase,3.9,"Plano, TX 75024",Applied AI/ML - Vice President,,,,"['python', 'statistics', 'machine learning', 'nlp', 'natural language processing', 'ai/ml', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'keras', 'spark', 'hive', 'data wrangling', 'sql', 'finance', 'compliance', 'data governance', 'operations research']","[0, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 10, 10, 10, 10]",19,"[1, 1, 6, 3, 3, 1, 0, 0, 0, 0, 4]",19,Plano
JPMorganChase,3.9,"Plano, TX",Machine Learning Engineer - Vice President,,,,"['python', 'java', 'c', 'c++', 'go', 'machine learning', 'deep learning', 'natural language processing', 'ai/ml', 'tensorflow', 'pytorch', 'keras', 'spark', 'kafka', 'data pipelines', 'sql', 'nosql', 'aws', 'azure', 'terraform', 'distributed computing', 'security']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 6, 6, 6, 9, 10]",22,"[5, 0, 4, 3, 3, 2, 3, 0, 0, 1, 1]",22,Plano
Amazon,3.5,"Arlington, VA","Deep Learning Architect, Generative AI Innovation Center",118200.0,204300.0,161250.0,"['python', 'statistics', 'machine learning', 'deep learning', 'generative ai', 'ai/ml', 'aws', 'sagemaker']","[0, 1, 2, 2, 2, 2, 6, 6]",8,"[1, 1, 4, 0, 0, 0, 2, 0, 0, 0, 0]",8,Arlington
JPMorganChase,3.9,"Plano, TX 75024",Machine Learning Engineer - Vice President,164350.0,260000.0,212175.0,"['python', 'java', 'c', 'c++', 'go', 'machine learning', 'deep learning', 'natural language processing', 'ai/ml', 'tensorflow', 'pytorch', 'keras', 'spark', 'kafka', 'data pipelines', 'sql', 'nosql', 'aws', 'azure', 'terraform', 'distributed computing', 'security']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 6, 6, 6, 9, 10]",22,"[5, 0, 4, 3, 3, 2, 3, 0, 0, 1, 1]",22,Plano
"Amazon Web Services, Inc.",3.4,"New York, NY","Senior Applied Scientist, Agentic AI Professional Services Experience",150400.0,260000.0,205200.0,"['python', 'java', 'c++', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'llm', 'artificial intelligence', 'spark', 'hadoop', 'aws', 'sagemaker', 'model validation', 'communication skills']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 4, 4, 6, 6, 8, 10]",15,"[3, 1, 5, 0, 2, 0, 2, 0, 1, 0, 1]",15,New York
Capgemini,3.7,"New York, NY 10003",Senior Business/Data Analyst,103330.0,128656.0,115993.0,"['generative ai', 'sql', 'excel', 'finance', 'compliance']","[2, 5, 7, 10, 10]",5,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 2]",5,New York
ManTech,3.9,"Silver Spring, MD",Lead Data Scientist & Deputy Program Manager,,,,"['python', 'r', 'machine learning', 'data science', 'airflow', 'databricks', 'etl', 'data engineering', 'sql', 'aws', 'excel', 'tableau', 'power bi', 'data visualization', 'security', 'project management']","[0, 0, 2, 2, 4, 4, 4, 4, 5, 6, 7, 7, 7, 7, 10, 10]",16,"[2, 0, 2, 0, 4, 1, 1, 4, 0, 0, 2]",16,Silver Spring
Bristol-Myers Squibb,4.1,"Princeton, NJ","Associate Director, Analytical AI Forecasting and Predictive Solutions",167540.0,203000.0,185270.0,"['machine learning', 'data science', 'sql', 'aws', 'azure', 'git', 'excel', 'tableau', 'finance', 'data privacy']","[2, 2, 5, 6, 6, 6, 7, 7, 10, 10]",10,"[0, 0, 2, 0, 0, 1, 3, 2, 0, 0, 2]",10,Princeton
