positionName,company,location,min_salary,max_salary,skills,skill_categories,skills_count_single
"Analyst, Talent Analytics (Machine Learning)",Netflix,Remote,80000.0,280000.0,"['python', 'r', 'statistics', 'hypothesis testing', 'classification', 'clustering', 'regression', 'time series analysis', 'optimization', 'statistical inference', 'experimental design', 'machine learning', 'data science', 'predictive modeling', 'sql']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 5]","[2.0, 9.0, 3.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
AI Platform Engineer (Remote),Collins Aerospace,Wisconsin,82000.0,164000.0,"['python', 'go', 'machine learning', 'deep learning', 'ai/ml', 'artificial intelligence', 'big data', 'aws', 'azure', 'sagemaker', 'kubernetes', 'terraform', 'jenkins', 'github', 'ci/cd', 'flask', 'fastapi', 'internet of things', 'compliance', 'security', 'blockchain']","[0, 0, 2, 2, 2, 2, 4, 6, 6, 6, 6, 6, 6, 6, 6, 8, 8, 9, 10, 10, 10]","[2.0, 0.0, 4.0, 0.0, 1.0, 0.0, 8.0, 0.0, 2.0, 1.0, 3.0]"
Data Scientist (Generative AI),Steampunk,"McLean, VA 22102",125000.0,160000.0,"['python', 'machine learning', 'natural language processing', 'generative ai', 'large language models', 'llm', 'rag', 'prompt engineering', 'data science', 'tensorflow', 'pytorch', 'keras', 'scipy', 'numpy', 'pandas', 'hugging face', 'transformers', 'elasticsearch', 'aws', 'azure', 'gcp', 'sagemaker', 'docker', 'git', 'tableau', 'power bi', 'data visualization', 'data governance']","[0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 5, 6, 6, 6, 6, 6, 6, 7, 7, 7, 10]","[1.0, 0.0, 8.0, 8.0, 0.0, 1.0, 6.0, 3.0, 0.0, 0.0, 1.0]"
"Data Scientist Analyst Stf / Orlando, FL",Lockheed Martin,"Orlando, FL 32819",143093.94979999997,227111.30400000003,"['python', 'statistics', 'optimization', 'statistical modeling', 'machine learning', 'data science', 'etl', 'data pipelines', 'data wrangling', 'sql', 'data modeling', 'docker', 'kubernetes', 'data visualization', 'compliance', 'security', 'data governance']","[0, 1, 1, 1, 2, 2, 4, 4, 4, 5, 5, 6, 6, 7, 10, 10, 10]","[1.0, 3.0, 2.0, 0.0, 3.0, 2.0, 2.0, 1.0, 0.0, 0.0, 3.0]"
Lead - Advanced Analytics,Indegene,New Jersey,150596.6616,225074.92,"['python', 'r', 'statistics', 'classification', 'clustering', 'regression', 'machine learning', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'databricks', 'sql', 'docker', 'kubernetes', 'Kubeflow', 'mlflow', 'model deployment']","[0, 0, 1, 1, 1, 1, 2, 2, 2, 3, 3, 4, 5, 6, 6, 6, 8, 8]","[2.0, 4.0, 3.0, 2.0, 1.0, 1.0, 3.0, 0.0, 2.0, 0.0, 0.0]"
Senior/Lead Machine Learning Engineer,Orbis,"New York, NY 10018",260000.0,260000.0,"['python', 'java', 'c', 'go', 'machine learning', 'generative ai', 'rag', 'spark', 'kafka', 'airflow', 'databricks', 'aws', 'azure', 'gcp', 'kubernetes', 'terraform', 'Kubeflow', 'ray']","[0, 0, 0, 0, 2, 2, 2, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 9]","[4.0, 0.0, 3.0, 0.0, 4.0, 0.0, 6.0, 0.0, 0.0, 1.0, 0.0]"
Senior AI Workflow Engineer,NVIDIA,"Santa Clara, CA 95050",184000.0,356500.0,"['python', 'javascript', 'react', 'probability', 'machine learning', 'deep learning', 'large language models', 'llm', 'rag', 'artificial intelligence', 'mysql', 'mongodb', 'elasticsearch', 'aws', 'azure', 'gcp', 'terraform', 'ansible', 'jenkins', 'gitlab', 'ci/cd']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6]","[3.0, 1.0, 6.0, 0.0, 0.0, 3.0, 8.0, 0.0, 0.0, 0.0, 0.0]"
Sr. Data Analyst,UCSF Health,"San Francisco, CA",143900.0,215800.0,"['python', 'r', 'classification', 'data mining', 'etl', 'sql', 'data modeling', 'tableau', 'data visualization', 'data governance', 'critical thinking']","[0, 0, 1, 2, 4, 5, 5, 7, 7, 10, 10]","[2.0, 1.0, 1.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 2.0]"
"Principal, AI Data Scientist (Remote)",Jazz Pharmaceuticals,"Philadelphia, PA 19103",153663.5947,224319.6912,"['python', 'r', 'natural language processing', 'generative ai', 'llm', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'aws', 'compliance', 'data privacy']","[0, 0, 2, 2, 2, 2, 2, 3, 3, 6, 10, 10]","[2.0, 0.0, 5.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0]"
Principal Machine Learning Engineer,Sage,"Atlanta, GA",136982.4734,207610.5177,"['python', 'linear algebra', 'probability', 'statistics', 'regression', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'large language models', 'artificial intelligence', 'data science', 'predictive modeling', 'spark', 'big data', 'sql', 'aws', 'azure', 'gcp', 'sagemaker', 'azure ml', 'Kubeflow', 'mlflow', 'finance']","[0, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 5, 6, 6, 6, 6, 6, 6, 8, 10]","[1.0, 5.0, 7.0, 0.0, 2.0, 1.0, 6.0, 0.0, 1.0, 0.0, 1.0]"
Data Scientist Sr - Missionary Dept.,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT 84103",122477.99330000005,154081.98549999998,"['r', 'java', 'scala', 'statistics', 'machine learning', 'data science', 'sql', 'data modeling', 'tableau', 'data visualization', 'business intelligence', 'security', 'operations research']","[0, 0, 0, 1, 2, 2, 5, 5, 7, 7, 7, 10, 10]","[3.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 2.0]"
Staff AI Researcher,Aledade,"Bethesda, MD",215000.0,230000.0,"['optimization', 'machine learning', 'deep learning', 'nlp', 'natural language processing']","[1, 2, 2, 2, 2]","[0.0, 1.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Data Scientist Manager,Guidehouse,"Huntsville, AL",123861.2502,171563.31500000003,"['python', 'r', 'large language models', 'ai/ml', 'data science', 'etl', 'data visualization', 'business intelligence', 'security']","[0, 0, 2, 2, 2, 4, 7, 7, 10]","[2.0, 0.0, 3.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0]"
Data Scientist Quality Engineer,Monosol Llc,"Portage, IN 46368",86907.87,146142.27,"['python', 'r', 'statistics', 'regression', 'statistical modeling', 'machine learning', 'deep learning', 'data science', 'predictive modeling', 'tensorflow', 'pytorch', 'xgboost', 'data pipelines', 'data engineering', 'sql', 'aws', 'azure', 'sagemaker', 'azure ml', 'power bi', 'model deployment', 'data governance']","[0, 0, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 6, 6, 6, 6, 7, 8, 10]","[2.0, 3.0, 4.0, 3.0, 2.0, 1.0, 4.0, 1.0, 1.0, 0.0, 1.0]"
AI Developer,Horizontal Talent,"Greenwood Village, CO 80111",124840.2866,209727.4842,"['python', 'r', 'classification', 'large language models', 'ai/ml', 'tensorflow', 'pytorch', 'git', 'ci/cd']","[0, 0, 1, 2, 2, 3, 3, 6, 6]","[2.0, 1.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0]"
Senior Customer Data Analyst,FanDuel,"New York, NY 10018",126000.0,158000.0,"['python', 'r', 'optimization', 'databricks', 'data engineering', 'sql', 'excel', 'tableau', 'data visualization']","[0, 0, 1, 4, 4, 5, 7, 7, 7]","[2.0, 1.0, 0.0, 0.0, 2.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0]"
Principal Data Scientist,AT&T,"Atlanta, GA",160900.0,270400.0,"['python', 'r', 'go', 'scala', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'reinforcement learning', 'generative ai', 'rag', 'data science', 'tensorflow', 'pytorch', 'keras', 'pandas', 'transformers', 'spark', 'databricks', 'mlflow']","[0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 8]","[4.0, 1.0, 7.0, 5.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Machine Learning Software Engineering Manager,Meta,"New York, NY",213000.0,293000.0,"['machine learning', 'artificial intelligence', 'physics']","[2, 2, 10]","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
Product Analyst - GenAI,Capgemini,"New York, NY 10003",85000.0,100000.0,"['generative ai', 'compliance']","[2, 10]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"Sr. Data Scientist, ART19",Amazon,"San Francisco, CA",143300.0,247600.0,"['python', 'r', 'matlab', 'regression', 'generative ai', 'llm', 'data science', 'data pipelines', 'sql', 'aws', 'tableau', 'data visualization', 'business intelligence', 'communication skills']","[0, 0, 0, 1, 2, 2, 2, 4, 5, 6, 7, 7, 7, 10]","[3.0, 1.0, 3.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0]"
"Sr. Data Scientist, ART19",Amazon.com Services LLC,"San Francisco, CA",143300.0,247600.0,"['python', 'r', 'matlab', 'regression', 'generative ai', 'llm', 'data science', 'data pipelines', 'sql', 'aws', 'tableau', 'data visualization', 'business intelligence', 'communication skills']","[0, 0, 0, 1, 2, 2, 2, 4, 5, 6, 7, 7, 7, 10]","[3.0, 1.0, 3.0, 0.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0, 1.0]"
"Applied Scientist I, Buyer Abuse Prevention",Amazon,"San Diego, CA",129400.0,212800.0,"['python', 'java', 'c++', 'statistics', 'optimization', 'machine learning', 'deep learning', 'sql', 'oracle']","[0, 0, 0, 1, 1, 2, 2, 5, 5]","[3.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Decision Scientist,Concord USA,Remote,90000.0,120000.0,"['python', 'r', 'optimization', 'databricks', 'data engineering', 'sql', 'tableau', 'power bi', 'data visualization', 'security', 'project management', 'marketing analytics']","[0, 0, 1, 4, 4, 5, 7, 7, 7, 10, 10, 10]","[2.0, 1.0, 0.0, 0.0, 2.0, 1.0, 0.0, 3.0, 0.0, 0.0, 3.0]"
ML Engineer,Freelancing,Remote,124800.0,145600.0,"['python', 'streamlit', 'mongodb', 'redis', 'nosql', 'azure']","[0, 3, 5, 5, 5, 6]","[1.0, 0.0, 0.0, 1.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
Senior Data Processing Platform Engineer,NVIDIA,"Austin, TX 78701",148000.0,287500.0,"['data science', 'spark', 'big data', 'kubernetes', 'cuda', 'distributed computing', 'ray']","[2, 4, 4, 6, 9, 9, 9]","[0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 3.0, 0.0]"
Head of AI Solutions,Snowflake,"Menlo Park, CA",243000.0,379500.0,"['machine learning', 'ai/ml', 'security', 'project management']","[2, 2, 10, 10]","[0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
"Software Development Engineer II, Measurement, Ad Tech, and Data Science (MADS)",Amazon.com Services LLC,"New York, NY",129300.0,223600.0,"['spark', 'hadoop', 'big data', 'sql', 'data modeling', 'aws', 'communication skills']","[4, 4, 4, 5, 5, 6, 10]","[0.0, 0.0, 0.0, 0.0, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
"Manager, Machine Learning Operations",Western Governors University,North Carolina,92226.34279999995,165658.2716000001,"['python', 'machine learning', 'data science', 'databricks', 'sagemaker', 'ci/cd', 'mlflow', 'model validation', 'compliance', 'communication skills', 'physics']","[0, 2, 2, 4, 6, 6, 8, 8, 10, 10, 10]","[1.0, 0.0, 2.0, 0.0, 1.0, 0.0, 2.0, 0.0, 2.0, 0.0, 3.0]"
Data Consultant,Guidehouse,"Huntsville, AL",123231.2051,170536.58980000005,"['python', 'r', 'machine learning', 'data science', 'etl', 'data pipelines', 'data engineering', 'sql', 'tableau', 'power bi', 'data visualization', 'security']","[0, 0, 2, 2, 4, 4, 4, 5, 7, 7, 7, 10]","[2.0, 0.0, 2.0, 0.0, 3.0, 1.0, 0.0, 3.0, 0.0, 0.0, 1.0]"
Data Scientist,Concurrent Technologies Corporation,"Fort Meade, MD",106880.6232,154992.77930000002,"['python', 'c++', 'matlab', 'statistics', 'ai/ml', 'data science', 'kafka', 'security', 'physics']","[0, 0, 0, 1, 2, 2, 4, 10, 10]","[3.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Data Scientist,Spectrum,"Charlotte, NC 28217",104929.2454,168822.0506,"['python', 'r', 'statistics', 'data science', 'spark', 'hive', 'big data', 'sql', 'oracle', 'operations research']","[0, 0, 1, 2, 4, 4, 4, 5, 5, 10]","[2.0, 1.0, 1.0, 0.0, 3.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
"Applied Scientist I, Buyer Abuse Prevention",Amazon.com Services LLC,"San Diego, CA",129400.0,212800.0,"['python', 'java', 'c++', 'statistics', 'optimization', 'machine learning', 'deep learning', 'sql', 'oracle']","[0, 0, 0, 1, 1, 2, 2, 5, 5]","[3.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Software Engineer, Machine Learning â€“ Engineering Systems and AI Research",Snowflake,"Bellevue, WA",157000.0,230000.0,"['python', 'statistics', 'optimization', 'machine learning', 'reinforcement learning', 'ai/ml', 'pytorch', 'numpy', 'pandas', 'xgboost', 'git', 'ci/cd', 'security']","[0, 1, 1, 2, 2, 2, 3, 3, 3, 3, 6, 6, 10]","[1.0, 2.0, 3.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0]"
RESEARCH STATISTICIAN III,State of Maryland,"Baltimore, MD 21201",60987.0,79364.0,"['statistics', 'data reporting']","[1, 7]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
"Co-op, Flight Operations Crew Resources - Pilot Pay Experience & Analytics (Fall 2025)",Delta Airlines,"Atlanta, GA",162261.56449999992,209336.1146000001,"['python', 'r', 'c', 'statistics', 'regression', 'machine learning', 'data science', 'sql', 'excel', 'data visualization', 'economics', 'security', 'project management', 'communication skills', 'operations research']","[0, 0, 0, 1, 1, 2, 2, 5, 7, 7, 10, 10, 10, 10, 10]","[3.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 5.0]"
"Principal Portfolio Lead, Statistical Programming - Oncology",Johnson & Johnson,"Spring House, PA",115000.0,197800.0,"['python', 'r', 'statistics', 'finance', 'compliance', 'project management']","[0, 0, 1, 10, 10, 10]","[2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0]"
Machine Learning Engineer - CV/NLP/Multimodal LLM (TikTok Trust and Safety) - 2026 Start(PHD),TikTok,"San Jose, CA",145000.0,250000.0,"['machine learning', 'nlp', 'computer vision', 'reinforcement learning', 'recommendation systems', 'large language models']","[2, 2, 2, 2, 2, 2]","[0.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Data Scientist,"ELEVATE ME, INC.","Purvis, MS 39475",80000.0,95000.0,"['python', 'r', 'statistical modeling', 'machine learning', 'data science', 'tensorflow', 'pytorch', 'matplotlib', 'data pipelines', 'sql', 'tableau', 'power bi', 'data visualization']","[0, 0, 1, 2, 2, 3, 3, 3, 4, 5, 7, 7, 7]","[2.0, 1.0, 2.0, 3.0, 1.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0]"
AI ML Engineer (Senior),"The Cadmus Group, Inc.","Arlington, VA 22203",150000.0,150000.0,"['python', 'optimization', 'machine learning', 'generative ai', 'large language models', 'rag', 'ai/ml', 'vector databases', 'aws', 'azure', 'gcp', 'docker', 'kubernetes', 'ci/cd', 'fastapi']","[0, 1, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 8]","[1.0, 1.0, 6.0, 0.0, 0.0, 0.0, 6.0, 0.0, 1.0, 0.0, 0.0]"
AI Infrastructure Engineer,Zoom,"Seattle, WA 98107",264160.0,264160.0,"['go', 'llm', 'rag', 'embedding models', 'vector databases', 'elasticsearch', 'aws', 'docker', 'kubernetes']","[0, 2, 2, 2, 2, 5, 6, 6, 6]","[1.0, 0.0, 4.0, 0.0, 0.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.0]"
AI (Artificial Intelligence) Engineer,SmartAdvocate,Remote,120000.0,160000.0,"['python', 'c#', 'classification', 'optimization', 'generative ai', 'llm', 'rag', 'prompt engineering', 'vector databases']","[0, 0, 1, 1, 2, 2, 2, 2, 2]","[2.0, 2.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"Data Scientist, Lead",Everwatch,"Annapolis Junction, MD 20701",175011.2,200012.8,"['python', 'r', 'matlab', 'statistics', 'machine learning', 'artificial intelligence', 'data science', 'data mining', 'data modeling', 'iot', 'fraud detection', 'security', 'operations research']","[0, 0, 0, 1, 2, 2, 2, 2, 5, 9, 10, 10, 10]","[3.0, 1.0, 4.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 3.0]"
"Senior Manager, Data Science & Analytics",Pfizer,"Bothell, WA",120800.0,201400.0,"['python', 'r', 'statistics', 'machine learning', 'data science', 'predictive modeling', 'sql', 'tableau', 'power bi', 'data visualization', 'finance', 'data governance', 'communication skills']","[0, 0, 1, 2, 2, 2, 5, 7, 7, 7, 10, 10, 10]","[2.0, 1.0, 3.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 3.0]"
"Associate Director, AI Data Scientist",Jazz Pharmaceuticals,"Palo Alto, CA 94303",110974.49499999998,191872.03,"['python', 'r', 'natural language processing', 'generative ai', 'llm', 'ai/ml', 'data science', 'tensorflow', 'pytorch', 'aws', 'compliance', 'data privacy']","[0, 0, 2, 2, 2, 2, 2, 3, 3, 6, 10, 10]","[2.0, 0.0, 5.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0]"
Data Scientist Virginia,2HB Incorporated,"Chantilly, VA",122338.39990000003,176750.96160000007,"['python', 'sql', 'tableau', 'power bi']","[0, 5, 7, 7]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0]"
SENIOR WEBSITE DATA ANALYST,Cella,"Lake Forest, IL",99840.0,104000.0,"['statistics', 'optimization', 'tableau', 'power bi', 'data visualization', 'data governance', 'project management']","[1, 1, 7, 7, 7, 10, 10]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 2.0]"
Azure AI Security Senior Consultant,Deloitte,"Fort Worth, TX 76102",118700.0,218600.0,"['python', 'java', 'machine learning', 'generative ai', 'llm', 'ai/ml', 'artificial intelligence', 'sql', 'azure', 'kubernetes', 'terraform', 'github', 'ci/cd', 'model deployment', 'model monitoring', 'model evaluation', 'serverless', 'compliance', 'security', 'cyber security', 'data governance']","[0, 0, 2, 2, 2, 2, 2, 5, 6, 6, 6, 6, 6, 8, 8, 8, 8, 10, 10, 10, 10]","[2.0, 0.0, 5.0, 0.0, 0.0, 1.0, 5.0, 0.0, 4.0, 0.0, 4.0]"
Principal Data Scientist,AT&T,"Dallas, TX",160900.0,270400.0,"['python', 'r', 'go', 'scala', 'optimization', 'machine learning', 'deep learning', 'natural language processing', 'reinforcement learning', 'generative ai', 'rag', 'data science', 'tensorflow', 'pytorch', 'keras', 'pandas', 'transformers', 'spark', 'databricks', 'mlflow']","[0, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 8]","[4.0, 1.0, 7.0, 5.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
Senior Data Analyst,Convene,"New York, NY",95000.0,105000.0,"['classification', 'optimization', 'sql', 'sheets', 'tableau', 'power bi', 'looker', 'data visualization', 'data storytelling']","[1, 1, 5, 7, 7, 7, 7, 7, 7]","[0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0, 0.0, 0.0, 0.0]"
Amazon Robotics - Data Scientist Co-op - 2025,Amazon.com Services LLC,"North Reading, MA 01864",136161.81159999996,226259.34910000008,"['python', 'r', 'matlab', 'statistics', 'optimization', 'statistical modeling', 'machine learning', 'nlp', 'natural language processing', 'computer vision', 'large language models', 'data science', 'data wrangling', 'data engineering', 'sql', 'business intelligence', 'economics', 'communication skills', 'operations research', 'robotics']","[0, 0, 0, 1, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 5, 7, 10, 10, 10, 10]","[3.0, 3.0, 6.0, 0.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 4.0]"
"Applied AI/ML, Senior Associate - Gen AI & LLM",JPMorganChase,"Jacksonville, FL",137902.69939999998,196502.1196,"['python', 'r', 'generative ai', 'large language models', 'llm', 'ai/ml', 'ai/ml development', 'data science', 'finance', 'communication skills']","[0, 0, 2, 2, 2, 2, 2, 2, 10, 10]","[2.0, 0.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0]"
Senior Data Scientist - Finance,NVIDIA,"Santa Clara, CA 95050",168000.0,322000.0,"['python', 'statistics', 'optimization', 'bayesian statistics', 'machine learning', 'ai/ml', 'data science', 'databricks', 'sql', 'cuda', 'finance', 'project management', 'communication skills', 'physics', 'computer graphics']","[0, 1, 1, 1, 2, 2, 2, 4, 5, 9, 10, 10, 10, 10, 10]","[1.0, 3.0, 3.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 5.0]"
Senior Data & AI Engineer - Knowledge Graphs & GCP,Capgemini,"Philadelphia, PA",112071.5834,151405.37319999997,"['python', 'machine learning', 'generative ai', 'kafka', 'data pipelines', 'data engineering', 'sql', 'data lakes', 'gcp', 'terraform', 'jenkins', 'ci/cd']","[0, 2, 2, 4, 4, 4, 5, 5, 6, 6, 6, 6]","[1.0, 0.0, 2.0, 0.0, 3.0, 2.0, 4.0, 0.0, 0.0, 0.0, 0.0]"
Applied AI/ML - Vice President,JPMorganChase,"Plano, TX 75024",123122.1711,206415.2391,"['python', 'statistics', 'machine learning', 'nlp', 'natural language processing', 'ai/ml', 'artificial intelligence', 'data science', 'tensorflow', 'pytorch', 'keras', 'spark', 'hive', 'data wrangling', 'sql', 'finance', 'compliance', 'data governance', 'operations research']","[0, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 10, 10, 10, 10]","[1.0, 1.0, 6.0, 3.0, 3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 4.0]"
Machine Learning Engineer - Vice President,JPMorganChase,"Plano, TX",154774.03699999998,237811.3572,"['python', 'java', 'c', 'c++', 'go', 'machine learning', 'deep learning', 'natural language processing', 'ai/ml', 'tensorflow', 'pytorch', 'keras', 'spark', 'kafka', 'data pipelines', 'sql', 'nosql', 'aws', 'azure', 'terraform', 'distributed computing', 'security']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 6, 6, 6, 9, 10]","[5.0, 0.0, 4.0, 3.0, 3.0, 2.0, 3.0, 0.0, 0.0, 1.0, 1.0]"
"Deep Learning Architect, Generative AI Innovation Center",Amazon,"Arlington, VA",118200.0,204300.0,"['python', 'statistics', 'machine learning', 'deep learning', 'generative ai', 'ai/ml', 'aws', 'sagemaker']","[0, 1, 2, 2, 2, 2, 6, 6]","[1.0, 1.0, 4.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0]"
Machine Learning Engineer - Vice President,JPMorganChase,"Plano, TX 75024",164350.0,260000.0,"['python', 'java', 'c', 'c++', 'go', 'machine learning', 'deep learning', 'natural language processing', 'ai/ml', 'tensorflow', 'pytorch', 'keras', 'spark', 'kafka', 'data pipelines', 'sql', 'nosql', 'aws', 'azure', 'terraform', 'distributed computing', 'security']","[0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 5, 5, 6, 6, 6, 9, 10]","[5.0, 0.0, 4.0, 3.0, 3.0, 2.0, 3.0, 0.0, 0.0, 1.0, 1.0]"
"Senior Applied Scientist, Agentic AI Professional Services Experience","Amazon Web Services, Inc.","New York, NY",150400.0,260000.0,"['python', 'java', 'c++', 'optimization', 'machine learning', 'deep learning', 'generative ai', 'llm', 'artificial intelligence', 'spark', 'hadoop', 'aws', 'sagemaker', 'model validation', 'communication skills']","[0, 0, 0, 1, 2, 2, 2, 2, 2, 4, 4, 6, 6, 8, 10]","[3.0, 1.0, 5.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0, 1.0]"
Senior Business/Data Analyst,Capgemini,"New York, NY 10003",103330.0,128656.0,"['generative ai', 'sql', 'excel', 'finance', 'compliance']","[2, 5, 7, 10, 10]","[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 2.0]"
